iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
97,0.75,1.7954,-0.0079,16.8058,18.21,103.56,0.0591,0.2258,0.8167,0.0113,0.2821,-0.214,-0.0003,-0.0817,-0.0616,-0.0266,-0.0113,-0.0297,-0.0009,-0.0059,0.0,0.0887,0.0323,0.0,1.0,0.0,11524800.0
98,0.75,1.7525,0.0059,16.784,16.91,104.88,0.0633,0.2386,0.8201,0.012,0.309,-0.2257,-0.0003,-0.0828,-0.0653,-0.0285,-0.0113,-0.0295,-0.001,-0.0061,0.0,0.102,0.0344,0.0,1.0,0.0,11642400.0
99,0.75,1.7768,-0.0023,16.776,20.73,119.73,0.0643,0.2452,0.8714,0.0128,0.313,-0.2322,-0.0004,-0.0836,-0.069,-0.0289,-0.0118,-0.0324,-0.001,-0.0062,0.0,0.1006,0.0363,0.0,1.0,0.0,11760000.0
100,0.74,1.7324,-0.0085,16.7384,19.24,109.65,0.0634,0.2455,0.8859,0.0126,0.315,-0.2319,-0.0003,-0.084,-0.0675,-0.0292,-0.0108,-0.0315,-0.001,-0.0062,0.0,0.0978,0.0351,0.0,1.0,0.0,11877600.0
101,0.74,1.7927,-0.0033,16.6993,21.96,123.94,0.0614,0.2451,0.9017,0.0126,0.3004,-0.231,-0.0003,-0.084,-0.0665,-0.029,-0.0117,-0.0352,-0.001,-0.0062,0.0,0.0954,0.0347,0.0,1.0,0.0,11995200.0
102,0.74,1.828,-0.0068,16.6672,21.36,122.78,0.0642,0.2521,0.9148,0.013,0.3206,-0.238,-0.0004,-0.0853,-0.0683,-0.03,-0.012,-0.0335,-0.001,-0.0064,0.0,0.0997,0.0367,0.0,1.0,0.0,12112800.0
103,0.74,1.7935,-0.0025,16.6299,20.74,123.76,0.0658,0.2555,0.8708,0.0134,0.3367,-0.2402,-0.0003,-0.085,-0.0696,-0.0306,-0.0127,-0.0316,-0.0011,-0.0064,0.0,0.1107,0.0368,0.0,1.0,0.0,12230400.0
104,0.74,1.8458,-0.0047,16.5967,22.9,128.39,0.0663,0.2638,0.9558,0.0141,0.3436,-0.2473,-0.0004,-0.0857,-0.0705,-0.0314,-0.012,-0.0335,-0.0011,-0.0065,0.0,0.102,0.0369,0.0,1.0,0.0,12348000.0
105,0.74,1.8694,-0.0059,16.5569,21.68,127.92,0.0648,0.2722,0.9772,0.0144,0.3466,-0.2545,-0.0004,-0.0867,-0.072,-0.0323,-0.0123,-0.0365,-0.0011,-0.0067,0.0,0.109,0.038,0.0,1.0,0.0,12465600.0
106,0.74,1.8943,-0.0013,16.5395,24.37,142.94,0.0678,0.2732,0.9591,0.0143,0.3685,-0.2547,-0.0004,-0.0874,-0.0718,-0.0323,-0.0133,-0.0324,-0.0011,-0.0067,0.0,0.1115,0.0378,0.0,1.0,0.0,12583200.0
107,0.73,1.8863,-0.005,16.5063,22.25,126.88,0.0675,0.2783,0.9567,0.0148,0.3694,-0.26,-0.0004,-0.0879,-0.0739,-0.0335,-0.0131,-0.0353,-0.0011,-0.0068,0.0,0.1189,0.0399,0.0,1.0,0.0,12700800.0
108,0.73,1.9265,-0.0063,16.453,22.23,136.04,0.0687,0.2808,0.9814,0.015,0.3787,-0.2616,-0.0004,-0.0878,-0.0738,-0.0336,-0.0135,-0.0334,-0.0011,-0.0069,0.0,0.1161,0.0399,0.0,1.0,0.0,12818400.0
109,0.73,2.0438,-0.0039,16.4484,21.95,137.24,0.0707,0.2927,1.0205,0.0157,0.3937,-0.2719,-0.0004,-0.089,-0.0771,-0.035,-0.0131,-0.0357,-0.0012,-0.007,0.0,0.122,0.0412,0.0,1.0,0.0,12936000.0
110,0.73,1.9099,-0.0109,16.4139,22.27,125.17,0.0685,0.2875,1.0343,0.0151,0.3712,-0.2661,-0.0004,-0.089,-0.0755,-0.0349,-0.0131,-0.0372,-0.0012,-0.007,0.0,0.1146,0.0401,0.0,1.0,0.0,13053600.0
111,0.73,1.886,-0.0023,16.4124,26.18,149.11,0.0673,0.2849,1.0245,0.0151,0.3738,-0.2638,-0.0004,-0.0885,-0.0754,-0.0346,-0.0135,-0.0365,-0.0012,-0.0069,0.0,0.1109,0.04,0.0,1.0,0.0,13171200.0
112,0.73,1.9248,0.0024,16.3928,28.05,156.93,0.0707,0.3062,1.0725,0.0167,0.4065,-0.283,-0.0004,-0.0913,-0.0793,-0.0363,-0.0142,-0.039,-0.0012,-0.0073,0.0,0.1271,0.0423,0.0,1.0,0.0,13288800.0
113,0.73,1.7888,-0.0008,16.3672,24.52,139.7,0.068,0.2879,1.0208,0.0153,0.387,-0.2659,-0.0004,-0.0896,-0.0728,-0.0348,-0.0129,-0.0352,-0.0011,-0.007,0.0,0.1166,0.0401,0.0,1.0,0.0,13406400.0
114,0.73,1.8571,-0.0054,16.3243,27.46,154.09,0.0699,0.3109,1.1262,0.0171,0.4146,-0.286,-0.0004,-0.0915,-0.079,-0.0372,-0.0146,-0.0396,-0.0012,-0.0074,0.0,0.122,0.0428,0.0,1.0,0.0,13524000.0
115,0.72,1.8517,-0.004,16.2877,27.86,160.43,0.07,0.3087,1.1139,0.0167,0.4161,-0.283,-0.0004,-0.09,-0.0779,-0.037,-0.0144,-0.0381,-0.0012,-0.0073,0.0,0.1225,0.0419,0.0,1.0,0.0,13641600.0
116,0.72,1.9473,-0.002,16.2341,25.02,140.82,0.0695,0.3067,1.1131,0.0164,0.4152,-0.2823,-0.0004,-0.0909,-0.0746,-0.0371,-0.0144,-0.0377,-0.0012,-0.0074,0.0,0.1186,0.0427,0.0,1.0,0.0,13759200.0
117,0.72,1.8759,-0.0044,16.2042,27.07,145.14,0.0689,0.3045,1.106,0.0163,0.4157,-0.2789,-0.0004,-0.0912,-0.0737,-0.0367,-0.0144,-0.0364,-0.0012,-0.0073,0.0,0.1179,0.0412,0.0,1.0,0.0,13876800.0
118,0.72,1.9602,-0.0052,16.1342,24.49,147.08,0.0767,0.3501,1.2263,0.0193,0.4921,-0.3204,-0.0004,-0.0967,-0.083,-0.0425,-0.0149,-0.0418,-0.0014,-0.0082,0.0,0.1416,0.0478,0.0,1.0,0.0,13994400.0
119,0.72,1.9721,-0.0018,16.1152,30.23,166.39,0.0709,0.3365,1.1898,0.0184,0.4543,-0.3064,-0.0004,-0.094,-0.0807,-0.0401,-0.0151,-0.0428,-0.0013,-0.0079,0.0,0.1339,0.0446,0.0,1.0,0.0,14112000.0
120,0.71,1.9661,-0.0046,16.0672,30.97,172.69,0.0756,0.346,1.2288,0.019,0.4691,-0.3142,-0.0004,-0.0952,-0.0828,-0.041,-0.0141,-0.0425,-0.0013,-0.008,0.0,0.1372,0.0455,0.0,1.0,0.0,14229600.0
121,0.71,2.0967,-0.0049,16.0167,30.35,159.07,0.075,0.3487,1.2646,0.0192,0.4662,-0.3173,-0.0004,-0.0965,-0.0874,-0.0415,-0.0153,-0.0456,-0.0014,-0.0081,0.0,0.1375,0.048,0.0,1.0,0.0,14347200.0
122,0.71,1.9917,-0.0051,15.9801,28.45,159.57,0.0765,0.3543,1.2571,0.0198,0.4827,-0.3202,-0.0004,-0.0962,-0.0865,-0.0424,-0.017,-0.0444,-0.0014,-0.0082,0.0,0.1444,0.0474,0.0,1.0,0.0,14464800.0
123,0.71,2.0204,0.0007,15.9493,28.43,167.57,0.0769,0.3662,1.2729,0.0206,0.5079,-0.3302,-0.0004,-0.0985,-0.0848,-0.0426,-0.0158,-0.045,-0.0014,-0.0084,0.0,0.1501,0.0483,0.0,1.0,0.0,14582400.0
124,0.71,1.9823,-0.0026,15.9046,33.28,179.51,0.0803,0.3618,1.271,0.02,0.5064,-0.3254,-0.0005,-0.097,-0.0867,-0.0424,-0.0152,-0.0424,-0.0014,-0.0083,0.0,0.1455,0.0475,0.0,1.0,0.0,14700000.0
125,0.71,2.0221,-0.0008,15.8833,30.04,163.36,0.0763,0.3368,1.2121,0.0185,0.4585,-0.3024,-0.0004,-0.0944,-0.08,-0.0404,-0.0141,-0.0411,-0.0013,-0.0078,0.0,0.1317,0.0448,0.0,1.0,0.0,14817600.0
126,0.7,2.0462,-0.0066,15.854,36.56,206.77,0.0845,0.3903,1.3006,0.0226,0.5624,-0.3493,-0.0005,-0.0992,-0.0938,-0.0462,-0.0169,-0.0436,-0.0015,-0.0087,0.0,0.1699,0.0521,0.0,1.0,0.0,14935200.0
127,0.7,2.115,-0.0031,15.8197,31.74,170.13,0.083,0.3794,1.3435,0.0215,0.5433,-0.3385,-0.0005,-0.099,-0.0879,-0.0445,-0.0175,-0.0425,-0.0015,-0.0086,0.0,0.1504,0.0498,0.0,1.0,0.0,15052800.0
128,0.7,2.0397,-0.0026,15.7883,31.71,184.54,0.0843,0.3838,1.3187,0.0217,0.5537,-0.3415,-0.0004,-0.0993,-0.0872,-0.0445,-0.0161,-0.0421,-0.0015,-0.0086,0.0,0.1584,0.0489,0.0,1.0,0.0,15170400.0
129,0.7,1.9102,-0.004,15.7501,35.82,189.47,0.0881,0.4044,1.4061,0.0236,0.5837,-0.3603,-0.0005,-0.1023,-0.0973,-0.0469,-0.0161,-0.0454,-0.0015,-0.009,0.0,0.1643,0.053,0.0,1.0,0.0,15288000.0
130,0.7,1.9394,-0.0069,15.699,32.03,181.02,0.0926,0.4287,1.5278,0.0246,0.6024,-0.3798,-0.0005,-0.1049,-0.1008,-0.0499,-0.0182,-0.0522,-0.0017,-0.0094,0.0,0.1677,0.0557,0.0,1.0,0.0,15405600.0
131,0.7,2.1316,-0.0018,15.6651,35.42,194.79,0.093,0.439,1.5757,0.0253,0.6134,-0.3891,-0.0005,-0.1071,-0.1031,-0.0521,-0.0183,-0.0525,-0.0017,-0.0096,0.0,0.1685,0.0562,0.0,1.0,0.0,15523200.0
132,0.69,1.9728,-0.007,15.6212,32.87,183.93,0.093,0.4185,1.3936,0.024,0.6068,-0.3689,-0.0005,-0.1039,-0.0986,-0.0478,-0.0159,-0.0442,-0.0016,-0.0091,0.0,0.1833,0.052,0.0,1.0,0.0,15640800.0
133,0.69,2.0033,0.0021,15.6222,37.01,193.24,0.0903,0.4529,1.6786,0.0267,0.5952,-0.3994,-0.0005,-0.1074,-0.1052,-0.0512,-0.019,-0.0603,-0.0017,-0.0098,0.0,0.1682,0.0563,0.0002,0.9998,0.0,15758400.0
134,0.69,1.9242,0.0104,15.6076,34.88,197.32,0.097,0.4571,1.5736,0.0269,0.6653,-0.4016,-0.0005,-0.1073,-0.1056,-0.0536,-0.0207,-0.0489,-0.0018,-0.0099,0.0,0.1848,0.0574,0.0002,0.9998,0.0,15876000.0
135,0.69,1.8388,-0.0032,15.5997,34.55,192.8,0.0944,0.4606,1.6167,0.0267,0.6442,-0.4059,-0.0006,-0.1097,-0.1069,-0.0549,-0.0198,-0.0581,-0.0018,-0.0101,0.0,0.1889,0.0593,0.0002,0.9998,0.0,15993600.0
136,0.69,1.779,-0.0033,15.5584,35.82,198.96,0.096,0.4484,1.5119,0.0257,0.6286,-0.3933,-0.0005,-0.1077,-0.1107,-0.0522,-0.0189,-0.0519,-0.0017,-0.0098,0.0,0.19,0.0565,0.0002,0.9998,0.0,16111200.0
137,0.69,1.7768,-0.0016,15.5431,39.79,229.32,0.1036,0.4903,1.6801,0.0282,0.6732,-0.4328,-0.0006,-0.1137,-0.1171,-0.0588,-0.0213,-0.0598,-0.0019,-0.0107,0.0,0.2073,0.0642,0.0002,0.9998,0.0,16228800.0
138,0.69,1.7408,0.0029,15.5155,36.51,211.54,0.1045,0.5188,1.8227,0.0304,0.734,-0.4521,-0.0006,-0.1156,-0.1177,-0.0599,-0.0174,-0.0616,-0.0019,-0.0109,0.0,0.2066,0.063,0.0002,0.9998,0.0,16346400.0
139,0.69,1.7127,0.0092,15.5004,41.17,233.21,0.1088,0.5112,1.6463,0.0299,0.7326,-0.448,-0.0006,-0.1142,-0.1253,-0.0594,-0.0208,-0.057,-0.002,-0.0109,0.0,0.2339,0.0664,0.0001,0.9999,0.0,16464000.0
140,0.69,1.7199,0.0069,15.4973,43.21,225.91,0.1079,0.515,1.8022,0.0303,0.7189,-0.4489,-0.0006,-0.1153,-0.1255,-0.0599,-0.0213,-0.0619,-0.002,-0.0109,0.0,0.2082,0.0644,0.0,1.0,0.0,16581600.0
141,0.69,1.6772,0.0037,15.4918,43.27,240.17,0.1125,0.5455,1.8661,0.0327,0.7943,-0.4761,-0.0007,-0.1165,-0.134,-0.063,-0.0237,-0.06,-0.0021,-0.0114,0.0,0.2292,0.0693,0.0,1.0,0.0,16699200.0
142,0.69,1.7119,0.0207,15.4758,47.22,252.48,0.111,0.528,1.8795,0.0312,0.7593,-0.4605,-0.0007,-0.1151,-0.1281,-0.0609,-0.0203,-0.0601,-0.002,-0.011,0.0,0.2038,0.0668,0.0,1.0,0.0,16816800.0
143,0.69,1.6629,0.0063,15.4732,45.38,247.76,0.112,0.5281,1.7116,0.0309,0.7566,-0.4595,-0.0006,-0.115,-0.1301,-0.0616,-0.021,-0.0559,-0.002,-0.011,0.0,0.23,0.0651,0.0,1.0,0.0,16934400.0
144,0.69,1.6856,-0.0004,15.4654,41.4,248.09,0.1164,0.561,1.8156,0.0337,0.8148,-0.4857,-0.0006,-0.1177,-0.1298,-0.0658,-0.0239,-0.0613,-0.0021,-0.0116,0.0,0.2484,0.0684,0.0,1.0,0.0,17052000.0
145,0.69,1.6141,0.0152,15.4304,49.5,266.26,0.1286,0.6284,2.1943,0.0373,0.9539,-0.5444,-0.0007,-0.1277,-0.1476,-0.0731,-0.0269,-0.0633,-0.0024,-0.0129,0.0,0.2329,0.0764,0.0,1.0,0.0,17169600.0
146,0.69,1.5526,0.0082,15.427,50.89,277.31,0.1284,0.6353,2.1864,0.0389,0.8639,-0.549,-0.0008,-0.1259,-0.16,-0.0723,-0.0235,-0.0813,-0.0024,-0.0127,0.0,0.2648,0.0786,0.0,1.0,0.0,17287200.0
147,0.69,1.5932,0.0057,15.4234,57.17,325.65,0.1364,0.6545,2.272,0.0394,0.8822,-0.5673,-0.0008,-0.1279,-0.1703,-0.0741,-0.0249,-0.0805,-0.0025,-0.0131,0.0,0.2675,0.0815,0.0,1.0,0.0,17404800.0
148,0.69,1.559,-0.0015,15.4155,60.9,305.99,0.1316,0.6665,2.5667,0.0401,0.8783,-0.5795,-0.0009,-0.1309,-0.1656,-0.0756,-0.0272,-0.0906,-0.0025,-0.0134,0.0,0.2419,0.0838,0.0,1.0,0.0,17522400.0
149,0.68,1.5991,-0.0027,15.3802,54.86,295.04,0.1272,0.6439,2.1346,0.0391,0.9061,-0.5537,-0.0008,-0.1269,-0.1585,-0.0723,-0.0233,-0.0763,-0.0024,-0.0128,0.0,0.2725,0.0766,0.0,1.0,0.0,17640000.0
150,0.68,1.6208,-0.0009,15.3649,62.27,322.33,0.136,0.6919,2.5535,0.0432,0.9012,-0.5945,-0.0008,-0.1303,-0.1776,-0.0786,-0.0254,-0.0988,-0.0026,-0.0136,0.0,0.2501,0.0811,0.0002,0.9998,0.0,17757600.0
151,0.68,1.5598,0.0015,15.3495,51.36,299.43,0.1365,0.6624,2.2799,0.0409,0.9527,-0.5718,-0.0008,-0.129,-0.1649,-0.0761,-0.0257,-0.0778,-0.0025,-0.0133,0.0,0.2741,0.0815,0.0002,0.9998,0.0,17875200.0
152,0.68,1.5573,0.0012,15.3469,50.58,286.95,0.1407,0.6747,2.2391,0.0412,0.9712,-0.5777,-0.0009,-0.1297,-0.1807,-0.0771,-0.024,-0.0738,-0.0025,-0.0132,0.0,0.2828,0.0811,0.0002,0.9998,0.0,17992800.0
153,0.68,1.6315,0.0052,15.3486,55.92,308.76,0.1442,0.6974,2.4245,0.0429,1.0024,-0.6013,-0.0009,-0.1359,-0.1782,-0.0805,-0.029,-0.0778,-0.0026,-0.0141,0.0,0.2793,0.0868,0.0001,0.9999,0.0,18110400.0
154,0.68,1.5371,0.005,15.3485,55.62,305.13,0.1313,0.6596,2.3243,0.0411,0.9295,-0.5635,-0.0007,-0.1269,-0.1697,-0.075,-0.0288,-0.0819,-0.0025,-0.013,0.0,0.2553,0.0772,0.0,1.0,0.0,18228000.0
155,0.68,1.6052,0.0045,15.3456,61.6,321.74,0.143,0.7259,2.6023,0.0441,0.982,-0.6192,-0.0009,-0.1341,-0.1864,-0.0824,-0.0302,-0.0946,-0.0027,-0.0139,0.0,0.2785,0.0837,0.0,1.0,0.0,18345600.0
156,0.68,1.585,-0.0013,15.3375,61.17,328.61,0.1485,0.7471,2.6389,0.0455,1.0484,-0.6383,-0.0009,-0.14,-0.1861,-0.086,-0.0342,-0.0908,-0.0029,-0.0147,0.0,0.3014,0.0885,0.0,1.0,0.0,18463200.0
157,0.68,1.4718,-0.0001,15.3089,63.9,346.8,0.1578,0.7778,2.542,0.0472,1.1596,-0.6643,-0.001,-0.1424,-0.1975,-0.0909,-0.0336,-0.0808,-0.003,-0.0153,0.0,0.3274,0.091,0.0,1.0,0.0,18580800.0
158,0.68,1.473,-0.0015,15.3002,55.08,291.89,0.1421,0.6684,2.2308,0.0403,0.9763,-0.5724,-0.0009,-0.1303,-0.1715,-0.0777,-0.0251,-0.0693,-0.0025,-0.0133,0.0,0.2877,0.0793,0.0,1.0,0.0,18698400.0
159,0.68,1.4054,-0.0047,15.2579,78.51,380.79,0.1733,0.893,3.4856,0.0565,1.1574,-0.7584,-0.0011,-0.153,-0.233,-0.0992,-0.0337,-0.1275,-0.0033,-0.0168,0.0,0.2888,0.1017,0.0,1.0,0.0,18816000.0
160,0.68,1.3609,-0.0073,15.2252,89.66,467.01,0.1968,1.0074,3.464,0.0646,1.5248,-0.8558,-0.0012,-0.165,-0.2511,-0.1157,-0.0383,-0.103,-0.0037,-0.0191,0.0,0.3998,0.1149,0.0,1.0,0.0,18933600.0
161,0.68,1.3828,-0.0008,15.1879,63.63,339.91,0.1479,0.7823,2.7355,0.0486,1.05,-0.6667,-0.0009,-0.143,-0.1881,-0.0887,-0.0282,-0.1075,-0.0029,-0.0152,0.0,0.3068,0.0912,0.0,1.0,0.0,19051200.0
162,0.68,1.4137,-0.0011,15.1812,59.27,342.2,0.1521,0.7647,2.3681,0.0464,1.0808,-0.6475,-0.0009,-0.141,-0.1853,-0.0872,-0.0297,-0.0907,-0.0028,-0.015,0.0,0.339,0.0849,0.0,1.0,0.0,19168800.0
163,0.67,1.3937,-0.0022,15.1692,71.46,389.07,0.1719,0.8735,2.9115,0.054,1.3203,-0.7441,-0.001,-0.1543,-0.2066,-0.0999,-0.0351,-0.0921,-0.0033,-0.017,0.0,0.3524,0.1001,0.0,1.0,0.0,19286400.0
164,0.67,1.3375,-0.0041,15.1483,76.41,406.4,0.1665,0.869,2.955,0.0547,1.2229,-0.7381,-0.001,-0.1526,-0.215,-0.0976,-0.0316,-0.108,-0.0032,-0.0168,0.0,0.3643,0.1001,0.0,1.0,0.0,19404000.0
165,0.67,1.3288,-0.0048,15.1265,69.97,394.42,0.1756,0.8415,2.552,0.0518,1.2376,-0.7159,-0.001,-0.1505,-0.2073,-0.095,-0.0331,-0.0903,-0.0031,-0.0162,0.0,0.4065,0.0984,0.0,1.0,0.0,19521600.0
166,0.67,1.2722,-0.0069,15.102,89.23,420.4,0.185,0.9688,3.8739,0.0605,1.3362,-0.8203,-0.0011,-0.1668,-0.2349,-0.1106,-0.0424,-0.1268,-0.0036,-0.0189,0.0,0.3005,0.1111,0.0,1.0,0.0,19639200.0
167,0.67,1.4329,-0.0077,15.0941,70.17,372.47,0.1634,0.8786,3.0401,0.0555,1.1969,-0.7403,-0.001,-0.153,-0.2122,-0.0992,-0.0347,-0.1161,-0.0032,-0.0169,0.0,0.3403,0.098,0.0,1.0,0.0,19756800.0
168,0.67,1.2755,0.0007,15.0658,61.37,357.58,0.1662,0.7914,2.5668,0.0494,1.1564,-0.6705,-0.001,-0.1394,-0.2157,-0.0904,-0.0341,-0.0825,-0.003,-0.0152,0.0,0.3342,0.092,0.0,1.0,0.0,19874400.0
169,0.67,1.3606,-0.0028,15.0525,73.67,374.31,0.1703,0.8665,3.122,0.0543,1.2146,-0.7303,-0.0011,-0.151,-0.2028,-0.0957,-0.0304,-0.1111,-0.0032,-0.0164,0.0,0.3205,0.0967,0.0,1.0,0.0,19992000.0
170,0.67,1.2464,-0.0063,15.01,77.09,407.17,0.1789,0.9335,3.213,0.0582,1.3628,-0.7894,-0.001,-0.1599,-0.2263,-0.1045,-0.0396,-0.1108,-0.0035,-0.0178,0.0,0.366,0.1034,0.0001,0.9999,0.0,20109600.0
171,0.67,1.2604,-0.0028,14.9962,86.42,449.9,0.2034,1.041,3.8034,0.0644,1.4884,-0.878,-0.0012,-0.173,-0.2485,-0.1175,-0.0396,-0.128,-0.0038,-0.0196,0.0,0.3791,0.1192,0.0002,0.9998,0.0,20227200.0
172,0.67,1.253,-0.0014,14.9878,89.04,465.89,0.2027,0.9966,3.4007,0.0609,1.4226,-0.834,-0.0014,-0.165,-0.2542,-0.1082,-0.0379,-0.1095,-0.0037,-0.0185,0.0,0.3993,0.1089,0.0002,0.9998,0.0,20344800.0
173,0.67,1.2688,-0.0075,14.9637,82.82,473.31,0.1996,1.019,3.2235,0.0628,1.4062,-0.8565,-0.0013,-0.1712,-0.2593,-0.1162,-0.04,-0.1301,-0.0038,-0.0194,0.0,0.4681,0.1154,0.0002,0.9998,0.0,20462400.0
174,0.67,1.1407,-0.0027,14.9576,87.59,461.36,0.1955,0.9913,3.4436,0.0602,1.3918,-0.8291,-0.0013,-0.1639,-0.2627,-0.1127,-0.0373,-0.1157,-0.0037,-0.0184,0.0,0.3637,0.1081,0.0004,0.9996,0.0,20580000.0
175,0.67,1.1816,-0.0031,14.951,109.41,563.47,0.2281,1.1681,3.7848,0.0719,1.7727,-0.9776,-0.0013,-0.1802,-0.2892,-0.1331,-0.0483,-0.1239,-0.0043,-0.0216,0.0,0.4823,0.1282,0.0006,0.9994,0.0,20697600.0
176,0.67,1.1698,-0.0029,14.9393,96.48,475.09,0.2049,1.0956,4.1758,0.0687,1.5,-0.9204,-0.0013,-0.1787,-0.2579,-0.1225,-0.0417,-0.146,-0.004,-0.021,0.0,0.3772,0.1211,0.001,0.999,0.0,20815200.0
177,0.66,1.2155,-0.0066,14.9199,87.52,458.13,0.207,1.0226,3.5337,0.0634,1.469,-0.8512,-0.0015,-0.1639,-0.258,-0.1083,-0.0315,-0.1178,-0.0037,-0.0185,0.0,0.4128,0.11,0.001,0.999,0.0,20932800.0
178,0.66,1.2723,-0.0058,14.9099,114.46,571.63,0.2292,1.2346,4.5837,0.0765,1.8038,-1.0321,-0.0014,-0.1889,-0.2872,-0.1391,-0.0601,-0.1442,-0.0047,-0.0228,0.0,0.4373,0.1303,0.0017,0.9983,0.0,21050400.0
179,0.66,1.1991,-0.0046,14.8917,98.35,535.22,0.2267,1.2141,4.0173,0.0788,1.6675,-1.0132,-0.0015,-0.1887,-0.2993,-0.1302,-0.0507,-0.1549,-0.0045,-0.0225,0.0,0.5125,0.1311,0.0026,0.9974,0.0,21168000.0
180,0.66,1.1341,-0.0062,14.8731,112.91,625.28,0.2638,1.4574,4.6622,0.0949,2.0922,-1.2176,-0.0016,-0.2118,-0.3599,-0.1625,-0.0567,-0.1769,-0.0054,-0.026,0.0,0.6146,0.1571,0.0034,0.9966,0.0,21285600.0
181,0.66,1.0862,-0.0077,14.8439,98.42,543.51,0.2293,1.1966,3.8869,0.076,1.6721,-1.0008,-0.0014,-0.1886,-0.2851,-0.1322,-0.0383,-0.1509,-0.0043,-0.0219,0.0,0.5204,0.1309,0.0042,0.9958,0.0,21403200.0
182,0.66,1.1956,-0.0094,14.8186,102.08,548.25,0.2208,1.1216,4.0916,0.0691,1.5176,-0.9373,-0.0014,-0.1767,-0.277,-0.1226,-0.0396,-0.15,-0.0041,-0.0207,0.0,0.4028,0.1218,0.005,0.995,0.0,21520800.0
183,0.66,1.1143,-0.0044,14.7944,110.57,554.52,0.23,1.2026,4.2918,0.0771,1.6539,-1.0018,-0.0014,-0.187,-0.2953,-0.1272,-0.0408,-0.1612,-0.0044,-0.0221,0.0,0.4601,0.1277,0.0056,0.9944,0.0,21638400.0
184,0.66,1.1757,-0.0027,14.7788,154.51,764.73,0.3375,1.9703,7.2406,0.1332,2.8873,-1.6503,-0.002,-0.2738,-0.4353,-0.2122,-0.0699,-0.2636,-0.0072,-0.0356,0.0,0.6998,0.2119,0.0074,0.9926,0.0,21756000.0
185,0.66,1.0677,-0.0011,14.7807,123.66,661.05,0.2833,1.5015,5.1455,0.096,2.1461,-1.259,-0.0018,-0.2269,-0.3481,-0.1646,-0.058,-0.1816,-0.0055,-0.0282,0.0,0.5898,0.1645,0.0097,0.9903,0.0,21873600.0
186,0.66,1.1512,-0.0043,14.7669,150.51,737.71,0.2966,1.6156,6.2196,0.1035,2.2919,-1.3496,-0.0017,-0.2292,-0.3745,-0.179,-0.0649,-0.2077,-0.0059,-0.029,0.0,0.5361,0.1733,0.0119,0.9881,0.0,21991200.0
187,0.66,1.1735,-0.0052,14.7409,174.53,899.26,0.3354,2.0455,7.4006,0.1394,2.954,-1.7155,-0.002,-0.2807,-0.4359,-0.2151,-0.0764,-0.2731,-0.0074,-0.0376,0.0,0.7563,0.2169,0.0155,0.9845,0.0,22108800.0
188,0.66,1.1308,-0.0074,14.7112,167.17,874.72,0.3526,1.9886,6.497,0.1316,3.0425,-1.6584,-0.0021,-0.2716,-0.4442,-0.2195,-0.0698,-0.2242,-0.0071,-0.0353,0.0,0.8335,0.2076,0.0194,0.9806,0.0,22226400.0
189,0.65,1.1954,-0.006,14.6899,199.82,937.53,0.3412,2.0005,7.8478,0.1332,2.8339,-1.6737,-0.0019,-0.2789,-0.4324,-0.2126,-0.0679,-0.2707,-0.0072,-0.0359,0.0001,0.6471,0.2165,0.0226,0.9774,0.0,22344000.0
190,0.65,1.2044,-0.008,14.6375,169.16,841.24,0.3281,1.8735,6.7924,0.126,2.8513,-1.5601,-0.0018,-0.2623,-0.3874,-0.1935,-0.0622,-0.219,-0.0067,-0.034,0.0003,0.6873,0.1962,0.0267,0.9733,0.0,22461600.0
191,0.65,1.2446,-0.0045,14.6184,173.48,872.35,0.3398,1.9098,6.4799,0.1288,3.043,-1.5887,-0.0018,-0.2673,-0.4006,-0.1979,-0.074,-0.2019,-0.007,-0.0346,0.0004,0.7719,0.1978,0.0305,0.9695,0.0,22579200.0
192,0.65,1.3456,0.0123,14.6023,197.81,939.38,0.3179,1.8681,7.0076,0.1269,2.7673,-1.5524,-0.0017,-0.2635,-0.4001,-0.201,-0.0738,-0.2422,-0.0068,-0.0341,0.0005,0.6155,0.1915,0.0345,0.9655,0.0,22696800.0
193,0.65,1.2676,0.0005,14.5961,199.43,956.96,0.3407,1.99,7.4809,0.1326,2.9315,-1.6627,-0.0017,-0.2821,-0.3954,-0.2188,-0.0656,-0.257,-0.0071,-0.0366,0.0008,0.6797,0.2106,0.039,0.961,0.0,22814400.0
194,0.65,1.2027,-0.0035,14.578,209.49,1021.23,0.368,2.2271,7.8035,0.1544,3.5164,-1.8573,-0.0018,-0.3087,-0.4332,-0.2254,-0.0735,-0.255,-0.0079,-0.0405,0.0008,0.8475,0.2304,0.0458,0.9542,0.0,22932000.0
